DateTime,Hour,Session ID,Time Block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,Source_File,Start_Time
2023-05-15 18:30:00,19,38,18:30-18:45,0.00,0.00,0.00,0.0,5000.0,May%202023.xlsx,18:30
2023-05-15 18:45:00,19,38,18:45-19:00,0.00,0.00,0.00,0.0,5000.0,May%202023.xlsx,18:45
2023-05-24 08:45:00,9,18,08:45-09:00,1858.40,7127.90,1822.48,1822.48,1999.45,May%202023.xlsx,08:45
2023-05-24 08:30:00,9,18,08:30-08:45,1884.80,7055.50,1865.54,1865.54,1999.35,May%202023.xlsx,08:30
2023-05-07 07:30:00,8,16,07:30-07:45,1929.90,4846.20,1926.62,1926.62,2500.22,May%202023.xlsx,07:30
2023-05-07 07:45:00,8,16,07:45-08:00,1961.90,5455.90,1960.30,1960.3,1999.09,May%202023.xlsx,07:45
2023-05-07 08:00:00,9,17,08:00-08:15,1974.60,5348.80,1958.20,1958.2,1979.59,May%202023.xlsx,08:00
2023-05-24 08:15:00,9,17,08:15-08:30,2009.60,6885.50,1990.43,1990.43,2319.59,May%202023.xlsx,08:15
2023-05-25 18:00:00,19,37,18:00-18:15,2036.70,4548.00,1792.20,1792.2,3949.87,May%202023.xlsx,18:00
2023-05-26 08:30:00,9,18,08:30-08:45,2074.60,9254.10,2066.43,2066.43,483.35,May%202023.xlsx,08:30
2023-05-07 08:15:00,9,17,08:15-08:30,2076.30,5477.70,2059.90,2059.9,1979.56,May%202023.xlsx,08:15
2023-05-26 08:45:00,9,18,08:45-09:00,2080.70,9400.60,2072.49,2072.49,489.03,May%202023.xlsx,08:45
2023-05-15 08:15:00,9,17,08:15-08:30,2123.70,4835.20,2086.50,2086.5,1880.0,May%202023.xlsx,08:15
2023-05-25 18:15:00,19,37,18:15-18:30,2157.10,4342.40,1822.20,1822.2,4486.21,May%202023.xlsx,18:15
2023-05-10 08:15:00,9,17,08:15-08:30,2160.80,4587.90,2158.20,2158.2,1999.96,May%202023.xlsx,08:15
2023-05-10 08:00:00,9,17,08:00-08:15,2164.90,4804.50,2162.30,2162.3,1998.98,May%202023.xlsx,08:00
2023-05-08 07:45:00,8,16,07:45-08:00,2209.60,5790.60,2207.60,2207.6,1859.84,May%202023.xlsx,07:45
2023-05-22 07:45:00,8,16,07:45-08:00,2228.10,7184.20,2188.66,2188.66,1497.59,May%202023.xlsx,07:45
2023-05-08 07:30:00,8,16,07:30-07:45,2247.50,4760.80,2198.10,2198.1,2730.09,May%202023.xlsx,07:30
2023-05-07 07:15:00,8,15,07:15-07:30,2263.70,5377.90,2062.37,2062.37,2730.65,May%202023.xlsx,07:15
2023-05-15 08:00:00,9,17,08:00-08:15,2264.50,5010.40,2244.23,2244.24,999.91,May%202023.xlsx,08:00
2023-05-24 08:00:00,9,17,08:00-08:15,2269.40,6700.40,2228.09,2228.1,2499.65,May%202023.xlsx,08:00
2023-05-31 08:00:00,9,17,08:00-08:15,2283.20,7113.00,2197.37,2197.37,2419.4,May%202023.xlsx,08:00
2023-05-22 07:30:00,8,16,07:30-07:45,2309.70,7073.00,2255.71,2255.72,1999.5,May%202023.xlsx,07:30
2023-05-07 08:30:00,9,18,08:30-08:45,2319.40,5698.30,2308.00,2308.0,1499.84,May%202023.xlsx,08:30
2023-05-04 07:45:00,8,16,07:45-08:00,2321.00,4084.30,1547.80,1547.8,3029.11,May%202023.xlsx,07:45
2023-05-10 07:45:00,8,16,07:45-08:00,2336.30,4034.50,2205.33,2205.33,2499.36,May%202023.xlsx,07:45
2023-05-31 08:15:00,9,17,08:15-08:30,2353.00,7333.60,2265.18,2265.18,2419.36,May%202023.xlsx,08:15
2023-05-24 09:00:00,10,19,09:00-09:15,2358.90,8662.10,2339.68,2339.68,997.21,May%202023.xlsx,09:00
2023-05-14 18:00:00,19,37,18:00-18:15,2373.30,5464.30,2341.52,2341.52,1906.99,May%202023.xlsx,18:00
2023-05-13 18:00:00,19,37,18:00-18:15,2379.20,5003.60,2028.80,2028.8,2999.89,May%202023.xlsx,18:00
2023-05-26 09:15:00,10,19,09:15-09:30,2409.80,9505.30,2405.50,2405.5,489.25,May%202023.xlsx,09:15
2023-05-26 09:00:00,10,19,09:00-09:15,2410.30,9304.50,2406.00,2406.0,489.44,May%202023.xlsx,09:00
2023-05-08 08:00:00,9,17,08:00-08:15,2412.20,4975.10,2337.99,2337.99,2209.77,May%202023.xlsx,08:00
2023-05-13 18:15:00,19,37,18:15-18:30,2494.10,4929.50,2142.00,2142.0,3000.38,May%202023.xlsx,18:15
2023-05-04 08:00:00,9,17,08:00-08:15,2495.40,3854.80,1742.70,1742.7,3029.36,May%202023.xlsx,08:00
2023-05-31 08:30:00,9,18,08:30-08:45,2501.50,6960.50,2452.80,2452.8,2499.65,May%202023.xlsx,08:30
2023-05-01 08:15:00,9,17,08:15-08:30,2513.40,6233.00,2500.40,2500.4,1659.05,May%202023.xlsx,08:15
2023-05-31 08:45:00,9,18,08:45-09:00,2523.80,7104.00,2475.10,2475.1,2419.99,May%202023.xlsx,08:45
2023-05-07 08:45:00,9,18,08:45-09:00,2526.00,5648.10,2509.60,2509.6,1959.71,May%202023.xlsx,08:45
2023-05-01 08:30:00,9,18,08:30-08:45,2528.40,6146.40,2528.40,2528.4,989.97,May%202023.xlsx,08:30
2023-05-08 07:15:00,8,15,07:15-07:30,2531.90,4113.80,1834.70,1834.7,3200.11,May%202023.xlsx,07:15
2023-05-07 07:00:00,8,15,07:00-07:15,2548.30,5354.80,2155.04,2155.03,2850.92,May%202023.xlsx,07:00
2023-05-04 07:30:00,8,16,07:30-07:45,2552.90,3926.00,1757.92,1757.92,3100.65,May%202023.xlsx,07:30
2023-05-08 06:00:00,7,13,06:00-06:15,2564.20,4066.30,2322.40,2322.4,2730.91,May%202023.xlsx,06:00
2023-05-01 08:00:00,9,17,08:00-08:15,2565.90,6148.20,2552.90,2552.9,1681.9,May%202023.xlsx,08:00
2023-05-04 08:15:00,9,17,08:15-08:30,2567.10,3969.30,1839.01,1839.0,3000.9,May%202023.xlsx,08:15
2023-05-01 08:45:00,9,18,08:45-09:00,2571.40,6351.90,2570.40,2570.4,989.63,May%202023.xlsx,08:45
2023-05-15 07:45:00,8,16,07:45-08:00,2576.60,5897.50,2533.60,2533.6,1199.98,May%202023.xlsx,07:45
2023-05-14 08:00:00,9,17,08:00-08:15,2585.70,6044.40,2583.30,2583.3,1499.6,May%202023.xlsx,08:00
2023-05-26 08:15:00,9,17,08:15-08:30,2588.50,9357.40,2496.28,2496.28,989.54,May%202023.xlsx,08:15
2023-05-01 10:30:00,11,22,10:30-10:45,2594.20,6924.50,2594.20,2594.2,989.18,May%202023.xlsx,10:30
2023-05-14 11:00:00,12,23,11:00-11:15,2610.10,7726.20,2601.77,2601.77,499.99,May%202023.xlsx,11:00
2023-05-10 07:30:00,8,16,07:30-07:45,2611.50,4052.10,2234.70,2234.7,2751.0,May%202023.xlsx,07:30
2023-05-14 08:15:00,9,17,08:15-08:30,2615.30,6198.20,2612.90,2612.9,1499.78,May%202023.xlsx,08:15
2023-05-06 07:45:00,8,16,07:45-08:00,2626.10,4456.60,1869.20,1869.2,3314.87,May%202023.xlsx,07:45
2023-05-26 10:30:00,11,22,10:30-10:45,2639.30,7972.30,2631.44,2631.44,894.28,May%202023.xlsx,10:30
2023-05-25 08:15:00,9,17,08:15-08:30,2643.60,6862.00,2613.41,2613.41,1450.06,May%202023.xlsx,08:15
2023-05-24 09:15:00,10,19,09:15-09:30,2649.10,8389.70,2609.01,2609.01,1499.42,May%202023.xlsx,09:15
2023-05-08 08:15:00,9,17,08:15-08:30,2654.80,4886.60,2415.60,2415.6,2730.52,May%202023.xlsx,08:15
2023-05-28 08:45:00,9,18,08:45-09:00,2659.80,6937.10,2446.80,2446.8,1883.94,May%202023.xlsx,08:45
2023-05-08 08:45:00,9,18,08:45-09:00,2661.60,4832.60,2362.60,2362.6,2730.03,May%202023.xlsx,08:45
2023-05-02 07:45:00,8,16,07:45-08:00,2665.50,6862.90,2646.02,2646.02,2199.58,May%202023.xlsx,07:45
2023-05-14 11:15:00,12,23,11:15-11:30,2677.10,7849.50,2663.28,2663.28,799.17,May%202023.xlsx,11:15
2023-05-28 18:15:00,19,37,18:15-18:30,2680.70,8433.20,2642.21,2642.21,1499.53,May%202023.xlsx,18:15
2023-05-01 10:45:00,11,22,10:45-11:00,2687.30,6976.60,2687.30,2687.3,989.09,May%202023.xlsx,10:45
2023-05-06 08:00:00,9,17,08:00-08:15,2689.00,4369.00,1962.70,1962.7,3314.32,May%202023.xlsx,08:00
2023-05-16 07:45:00,8,16,07:45-08:00,2689.20,5684.70,2597.30,2597.3,2369.33,May%202023.xlsx,07:45
2023-05-28 18:00:00,19,37,18:00-18:15,2694.70,9061.50,2668.71,2668.71,1499.3,May%202023.xlsx,18:00
2023-05-15 08:45:00,9,18,08:45-09:00,2698.90,5787.00,2628.27,2628.27,1841.2,May%202023.xlsx,08:45
2023-05-02 07:30:00,8,16,07:30-07:45,2700.80,6675.40,2681.32,2681.32,2199.48,May%202023.xlsx,07:30
2023-05-26 10:45:00,11,22,10:45-11:00,2705.10,7863.80,2697.02,2697.02,949.66,May%202023.xlsx,10:45
2023-05-15 07:15:00,8,15,07:15-07:30,2706.30,5797.50,2698.33,2698.33,1499.33,May%202023.xlsx,07:15
2023-05-15 08:30:00,9,18,08:30-08:45,2710.30,5758.80,2664.66,2664.66,1841.52,May%202023.xlsx,08:30
2023-05-07 18:15:00,19,37,18:15-18:30,2720.60,6334.00,2720.60,2720.6,1499.44,May%202023.xlsx,18:15
2023-05-25 09:00:00,10,19,09:00-09:15,2724.90,6591.90,2653.61,2653.61,1499.09,May%202023.xlsx,09:00
2023-05-08 07:00:00,8,15,07:00-07:15,2725.50,4099.10,2049.10,2049.1,3060.89,May%202023.xlsx,07:00
2023-05-16 08:15:00,9,17,08:15-08:30,2728.80,5676.60,2513.50,2513.5,2730.4,May%202023.xlsx,08:15
2023-05-25 09:15:00,10,19,09:15-09:30,2729.30,6593.60,2652.35,2652.34,1499.04,May%202023.xlsx,09:15
2023-05-15 07:30:00,8,16,07:30-07:45,2746.40,5782.40,2628.76,2628.76,1841.01,May%202023.xlsx,07:30
2023-05-25 09:30:00,10,20,09:30-09:45,2747.70,6363.50,2541.66,2541.66,2499.42,May%202023.xlsx,09:30
2023-05-13 18:30:00,19,38,18:30-18:45,2750.20,4537.80,2028.42,2028.42,3830.45,May%202023.xlsx,18:30
2023-05-08 08:30:00,9,18,08:30-08:45,2753.90,4641.50,2171.50,2171.5,2760.31,May%202023.xlsx,08:30
2023-05-03 07:30:00,8,16,07:30-07:45,2760.80,4449.80,2016.00,2016.0,3000.78,May%202023.xlsx,07:30
2023-05-25 09:45:00,10,20,09:45-10:00,2763.60,6428.00,2564.90,2564.9,2000.99,May%202023.xlsx,09:45
2023-05-16 08:30:00,9,18,08:30-08:45,2769.40,5409.40,2356.30,2356.3,2730.83,May%202023.xlsx,08:30
2023-05-08 04:15:00,5,9,04:15-04:30,2773.10,4104.40,2218.22,2218.22,2730.24,May%202023.xlsx,04:15
2023-05-16 08:00:00,9,17,08:00-08:15,2779.40,5753.80,2590.70,2590.7,2730.17,May%202023.xlsx,08:00
2023-05-06 07:30:00,8,16,07:30-07:45,2779.60,4088.50,1748.13,1748.13,3480.43,May%202023.xlsx,07:30
2023-05-26 08:00:00,9,17,08:00-08:15,2781.30,9378.90,2769.01,2769.01,999.12,May%202023.xlsx,08:00
2023-05-12 08:00:00,9,17,08:00-08:15,2792.20,4842.30,2392.80,2392.8,2850.11,May%202023.xlsx,08:00
2023-05-12 07:45:00,8,16,07:45-08:00,2796.00,4326.60,1799.90,1799.9,3330.91,May%202023.xlsx,07:45
2023-05-14 07:45:00,8,16,07:45-08:00,2796.60,5917.30,2494.00,2494.0,1999.97,May%202023.xlsx,07:45
2023-05-11 18:00:00,19,37,18:00-18:15,2798.20,4456.00,2479.72,2479.72,3030.77,May%202023.xlsx,18:00
2023-05-31 07:45:00,8,16,07:45-08:00,2801.20,7163.00,2435.00,2435.0,2740.61,May%202023.xlsx,07:45
2023-05-07 06:45:00,7,14,06:45-07:00,2809.90,4458.10,2123.60,2123.6,3716.44,May%202023.xlsx,06:45
2023-05-25 17:45:00,18,36,17:45-18:00,2814.20,4153.50,1763.29,1763.29,3850.5,May%202023.xlsx,17:45
2023-05-22 05:30:00,6,12,05:30-05:45,2820.00,3949.00,1199.00,1199.0,3330.57,May%202023.xlsx,05:30
2023-05-08 06:30:00,7,14,06:30-06:45,2822.80,3743.30,1855.00,1855.0,3000.69,May%202023.xlsx,06:30
2023-05-03 13:00:00,14,27,13:00-13:15,2823.10,6628.10,2718.40,2718.4,1659.23,May%202023.xlsx,13:00
2023-05-31 09:00:00,10,19,09:00-09:15,2823.30,7304.50,2784.03,2784.03,1849.46,May%202023.xlsx,09:00
2023-05-08 04:00:00,5,9,04:00-04:15,2824.20,4102.00,2259.23,2259.23,2730.29,May%202023.xlsx,04:00
2023-05-22 05:00:00,6,11,05:00-05:15,2828.20,4911.70,1902.02,1902.02,2799.01,May%202023.xlsx,05:00
2023-05-03 13:15:00,14,27,13:15-13:30,2831.30,6878.50,2726.50,2726.5,1659.02,May%202023.xlsx,13:15
2023-05-14 18:15:00,19,37,18:15-18:30,2832.00,4691.40,2441.45,2441.45,2840.93,May%202023.xlsx,18:15
2023-05-22 04:15:00,5,9,04:15-04:30,2835.60,4950.60,2015.66,2015.66,2999.76,May%202023.xlsx,04:15
2023-05-14 17:30:00,18,36,17:30-17:45,2835.80,4886.00,2233.42,2233.42,2999.04,May%202023.xlsx,17:30
2023-05-16 08:45:00,9,18,08:45-09:00,2836.90,5339.00,2279.90,2279.9,2760.98,May%202023.xlsx,08:45
2023-05-01 17:30:00,18,36,17:30-17:45,2837.70,5126.90,2529.90,2529.9,1875.05,May%202023.xlsx,17:30
2023-05-06 07:15:00,8,15,07:15-07:30,2839.10,3749.90,1571.80,1571.8,3705.2,May%202023.xlsx,07:15
2023-05-12 07:15:00,8,15,07:15-07:30,2840.60,4665.90,1693.08,1693.08,3493.55,May%202023.xlsx,07:15
2023-05-25 17:00:00,18,35,17:00-17:15,2841.00,5679.10,2738.56,2738.56,2510.6,May%202023.xlsx,17:00
2023-05-22 07:00:00,8,15,07:00-07:15,2841.30,6637.00,2478.10,2478.1,2750.43,May%202023.xlsx,07:00
2023-05-25 08:30:00,9,18,08:30-08:45,2842.80,6539.60,2804.20,2804.2,1500.07,May%202023.xlsx,08:30
2023-05-14 17:45:00,18,36,17:45-18:00,2842.90,4989.10,2314.40,2314.4,2800.81,May%202023.xlsx,17:45
2023-05-01 07:30:00,8,16,07:30-07:45,2843.80,5463.20,2613.80,2613.8,2200.63,May%202023.xlsx,07:30
2023-05-07 06:00:00,7,13,06:00-06:15,2851.60,3728.40,1824.00,1824.0,3652.2,May%202023.xlsx,06:00
2023-05-26 09:30:00,10,20,09:30-09:45,2855.60,7481.00,2801.33,2801.33,999.39,May%202023.xlsx,09:30
2023-05-13 17:45:00,18,36,17:45-18:00,2857.80,5401.70,1935.80,1935.8,3330.92,May%202023.xlsx,17:45
2023-05-01 07:45:00,8,16,07:45-08:00,2859.50,5747.70,2755.50,2755.5,1999.56,May%202023.xlsx,07:45
2023-05-08 06:45:00,7,14,06:45-07:00,2859.90,3769.50,1774.20,1774.2,3100.85,May%202023.xlsx,06:45
2023-05-25 08:45:00,9,18,08:45-09:00,2867.40,6385.00,2637.83,2637.83,2000.44,May%202023.xlsx,08:45
2023-05-02 08:00:00,9,17,08:00-08:15,2868.80,6422.40,2855.66,2855.66,1869.57,May%202023.xlsx,08:00
2023-05-25 11:00:00,12,23,11:00-11:15,2871.60,7674.40,2804.46,2804.46,1450.88,May%202023.xlsx,11:00
2023-05-10 07:15:00,8,15,07:15-07:30,2875.20,3770.80,2047.70,2047.7,3190.38,May%202023.xlsx,07:15
2023-05-08 06:15:00,7,13,06:15-06:30,2876.30,4033.90,2113.10,2113.1,3190.38,May%202023.xlsx,06:15
2023-05-12 07:30:00,8,16,07:30-07:45,2878.00,4306.80,1780.10,1780.1,3450.09,May%202023.xlsx,07:30
2023-05-26 11:00:00,12,23,11:00-11:15,2878.60,7305.90,2874.60,2874.6,999.47,May%202023.xlsx,11:00
2023-05-15 03:45:00,4,8,03:45-04:00,2885.50,4862.10,2456.30,2456.3,2500.93,May%202023.xlsx,03:45
2023-05-25 18:45:00,19,38,18:45-19:00,2886.10,6814.20,2886.10,2886.1,999.81,May%202023.xlsx,18:45
2023-05-01 07:00:00,8,15,07:00-07:15,2888.50,5367.10,2709.50,2709.5,2679.32,May%202023.xlsx,07:00
2023-05-07 05:30:00,6,12,05:30-05:45,2891.20,3518.00,1771.19,1771.19,3330.27,May%202023.xlsx,05:30
2023-05-12 08:15:00,9,17,08:15-08:30,2891.90,5525.90,2550.40,2550.4,2750.54,May%202023.xlsx,08:15
2023-05-31 07:30:00,8,16,07:30-07:45,2892.20,7129.40,2291.51,2291.51,2819.0,May%202023.xlsx,07:30
2023-05-25 17:30:00,18,36,17:30-17:45,2894.20,4430.30,1934.86,1934.86,3510.62,May%202023.xlsx,17:30
2023-05-26 09:45:00,10,20,09:45-10:00,2904.20,7612.10,2849.93,2849.93,999.35,May%202023.xlsx,09:45
2023-05-25 10:15:00,11,21,10:15-10:30,2905.40,6387.90,2541.00,2541.0,2770.45,May%202023.xlsx,10:15
2023-05-22 07:15:00,8,15,07:15-07:30,2905.90,6971.70,2414.90,2414.9,2780.41,May%202023.xlsx,07:15
2023-05-15 03:30:00,4,8,03:30-03:45,2907.30,4463.10,2191.40,2191.4,2730.56,May%202023.xlsx,03:30
2023-05-28 08:30:00,9,18,08:30-08:45,2909.80,6877.90,2684.83,2684.83,1999.07,May%202023.xlsx,08:30
2023-05-01 07:15:00,8,15,07:15-07:30,2911.30,5452.20,2732.30,2732.3,2679.11,May%202023.xlsx,07:15
2023-05-08 18:00:00,19,37,18:00-18:15,2912.70,4516.70,1842.50,1842.5,3619.19,May%202023.xlsx,18:00
2023-05-07 09:00:00,10,19,09:00-09:15,2913.20,6036.70,2874.30,2874.3,1499.74,May%202023.xlsx,09:00
2023-05-22 06:45:00,7,14,06:45-07:00,2916.70,5437.10,2007.70,2007.7,3330.04,May%202023.xlsx,06:45
2023-05-07 06:30:00,7,14,06:30-06:45,2916.90,4397.60,2214.70,2214.7,3716.84,May%202023.xlsx,06:30
2023-05-25 18:30:00,19,38,18:30-18:45,2921.80,6253.80,2921.80,2921.8,2309.96,May%202023.xlsx,18:30
2023-05-25 17:15:00,18,35,17:15-17:30,2923.20,5460.60,2612.50,2612.5,2899.73,May%202023.xlsx,17:15
2023-05-22 05:15:00,6,11,05:15-05:30,2924.40,4241.90,1392.90,1392.9,3330.44,May%202023.xlsx,05:15
2023-05-22 04:00:00,5,9,04:00-04:15,2929.00,4893.20,2002.20,2002.2,3000.76,May%202023.xlsx,04:00
2023-05-12 07:00:00,8,15,07:00-07:15,2929.20,4469.70,1778.25,1778.25,3498.82,May%202023.xlsx,07:00
2023-05-02 08:15:00,9,17,08:15-08:30,2929.70,6246.60,2916.17,2916.16,1889.52,May%202023.xlsx,08:15
2023-05-08 04:45:00,5,10,04:45-05:00,2930.20,4364.10,2510.16,2510.17,2700.6,May%202023.xlsx,04:45
2023-05-10 06:45:00,7,14,06:45-07:00,2930.20,3665.90,2096.20,2096.2,3330.17,May%202023.xlsx,06:45
2023-05-22 04:30:00,5,10,04:30-04:45,2934.80,5287.70,2150.56,2150.56,2799.54,May%202023.xlsx,04:30
2023-05-25 16:00:00,17,33,16:00-16:15,2935.40,5933.80,2718.00,2718.0,2600.97,May%202023.xlsx,16:00
2023-05-22 06:00:00,7,13,06:00-06:15,2936.40,4312.80,1374.20,1374.2,4000.87,May%202023.xlsx,06:00
2023-05-15 07:00:00,8,15,07:00-07:15,2938.30,5771.30,2917.13,2917.13,1799.96,May%202023.xlsx,07:00
2023-05-21 09:30:00,10,20,09:30-09:45,2942.10,6470.60,2925.92,2925.92,999.94,May%202023.xlsx,09:30
2023-05-22 06:15:00,7,13,06:15-06:30,2943.60,4677.10,1337.97,1337.97,4149.53,May%202023.xlsx,06:15
2023-05-31 09:15:00,10,19,09:15-09:30,2944.30,7293.30,2905.02,2905.02,1849.79,May%202023.xlsx,09:15
2023-05-01 17:45:00,18,36,17:45-18:00,2946.70,5087.40,2600.02,2600.02,2000.19,May%202023.xlsx,17:45
2023-05-25 16:15:00,17,33,16:15-16:30,2949.30,5849.10,2591.51,2591.51,3000.03,May%202023.xlsx,16:15
2023-05-10 08:30:00,9,18,08:30-08:45,2949.30,4236.30,1998.80,1998.8,3189.17,May%202023.xlsx,08:30
2023-05-15 04:00:00,5,9,04:00-04:15,2950.20,5018.50,2602.60,2602.6,2500.32,May%202023.xlsx,04:00
2023-05-04 07:00:00,8,15,07:00-07:15,2951.20,3187.10,1781.00,1781.0,4500.23,May%202023.xlsx,07:00
2023-05-16 07:30:00,8,16,07:30-07:45,2951.60,5461.50,2521.30,2521.3,2850.01,May%202023.xlsx,07:30
2023-05-28 10:15:00,11,21,10:15-10:30,2952.30,6450.40,2481.66,2481.66,1829.02,May%202023.xlsx,10:15
2023-05-13 17:30:00,18,36,17:30-17:45,2954.80,5388.10,2097.20,2097.2,3330.6,May%202023.xlsx,17:30
2023-05-14 07:30:00,8,16,07:30-07:45,2959.60,5408.30,2447.16,2447.16,2500.99,May%202023.xlsx,07:30
2023-05-01 10:15:00,11,21,10:15-10:30,2960.40,6714.10,2947.80,2947.8,1399.21,May%202023.xlsx,10:15
2023-05-12 06:45:00,7,14,06:45-07:00,2961.10,4882.70,1945.80,1945.8,3501.44,May%202023.xlsx,06:45
2023-05-24 09:30:00,10,20,09:30-09:45,2962.00,7651.30,2923.41,2923.41,2099.45,May%202023.xlsx,09:30
2023-05-10 06:30:00,7,14,06:30-06:45,2965.90,3610.20,2090.50,2090.5,3330.34,May%202023.xlsx,06:30
2023-05-16 09:15:00,10,19,09:15-09:30,2969.80,5097.30,2304.07,2304.07,2829.85,May%202023.xlsx,09:15
2023-05-08 09:15:00,10,19,09:15-09:30,2971.00,5539.90,2806.70,2806.7,2510.57,May%202023.xlsx,09:15
2023-05-25 10:00:00,11,21,10:00-10:15,2972.40,6411.40,2564.50,2564.5,2780.28,May%202023.xlsx,10:00
2023-05-12 13:00:00,14,27,13:00-13:15,2977.80,5180.20,2006.80,2006.8,3370.91,May%202023.xlsx,13:00
2023-05-25 11:15:00,12,23,11:15-11:30,2978.00,7826.40,2910.87,2910.87,1450.87,May%202023.xlsx,11:15
2023-05-22 06:30:00,7,14,06:30-06:45,2981.00,4881.20,1572.60,1572.6,3584.93,May%202023.xlsx,06:30
2023-05-28 10:00:00,11,21,10:00-10:15,2982.70,6292.40,2511.97,2511.97,1829.9,May%202023.xlsx,10:00
2023-05-26 10:15:00,11,21,10:15-10:30,2983.60,7261.40,2912.66,2912.66,999.63,May%202023.xlsx,10:15
2023-05-06 08:15:00,9,17,08:15-08:30,2984.10,4587.00,2257.50,2257.5,3314.78,May%202023.xlsx,08:15
2023-05-10 08:45:00,9,18,08:45-09:00,2986.00,4437.80,2051.90,2051.9,3035.21,May%202023.xlsx,08:45
2023-05-22 04:45:00,5,10,04:45-05:00,2987.20,5304.40,2178.40,2178.4,2899.95,May%202023.xlsx,04:45
2023-05-26 10:00:00,11,21,10:00-10:15,2988.60,7202.20,2917.66,2917.66,999.65,May%202023.xlsx,10:00
2023-05-05 08:15:00,9,17,08:15-08:30,2988.80,5140.80,2306.00,2306.0,3010.75,May%202023.xlsx,08:15
2023-05-25 08:00:00,9,17,08:00-08:15,2990.60,6735.40,2959.53,2959.53,1499.35,May%202023.xlsx,08:00
2023-05-08 09:00:00,10,19,09:00-09:15,2991.90,5307.00,2726.70,2726.7,2730.39,May%202023.xlsx,09:00
2023-05-07 05:45:00,6,12,05:45-06:00,2992.50,3617.40,1737.52,1737.52,3330.94,May%202023.xlsx,05:45
2023-05-26 11:15:00,12,23,11:15-11:30,2996.10,7202.10,2992.10,2992.1,999.6,May%202023.xlsx,11:15
2023-05-15 04:15:00,5,9,04:15-04:30,2996.70,5078.50,2759.40,2759.4,2300.53,May%202023.xlsx,04:15
2023-05-27 03:00:00,4,7,03:00-03:15,3002.50,5131.20,2124.15,2124.15,3418.04,May%202023.xlsx,03:00
2023-05-14 07:15:00,8,15,07:15-07:30,3003.60,6173.20,2306.50,2306.5,3143.0,May%202023.xlsx,07:15
2023-05-08 13:00:00,14,27,13:00-13:15,3009.10,5411.70,2444.30,2444.3,2932.36,May%202023.xlsx,13:00
2023-05-12 13:15:00,14,27,13:15-13:30,3012.60,5314.60,2221.20,2221.2,3330.17,May%202023.xlsx,13:15
2023-05-24 07:30:00,8,16,07:30-07:45,3014.80,5919.10,2424.80,2424.8,3118.36,May%202023.xlsx,07:30
2023-05-20 13:00:00,14,27,13:00-13:15,3020.00,4989.50,1978.10,1978.1,3330.22,May%202023.xlsx,13:00
2023-05-04 09:30:00,10,20,09:30-09:45,3022.30,5170.30,2965.70,2965.7,2657.29,May%202023.xlsx,09:30
2023-05-10 07:00:00,8,15,07:00-07:15,3024.40,3552.40,2027.20,2027.2,3330.01,May%202023.xlsx,07:00
2023-05-07 09:15:00,10,19,09:15-09:30,3026.00,5823.20,2975.76,2975.76,1851.89,May%202023.xlsx,09:15
2023-05-27 04:00:00,5,9,04:00-04:15,3027.20,4954.70,2234.01,2234.01,3023.66,May%202023.xlsx,04:00
2023-05-11 07:00:00,8,15,07:00-07:15,3033.00,3880.20,1674.00,1674.0,3500.5,May%202023.xlsx,07:00
2023-05-11 07:15:00,8,15,07:15-07:30,3033.70,4019.90,1625.00,1625.0,3900.27,May%202023.xlsx,07:15
2023-05-27 08:30:00,9,18,08:30-08:45,3034.20,8736.40,3025.46,3025.46,699.58,May%202023.xlsx,08:30
2023-05-27 04:15:00,5,9,04:15-04:30,3035.70,4744.40,2183.75,2183.75,3213.26,May%202023.xlsx,04:15
2023-05-12 04:00:00,5,9,04:00-04:15,3036.70,4030.70,1433.50,1433.5,3706.0,May%202023.xlsx,04:00
2023-05-25 10:30:00,11,22,10:30-10:45,3038.10,6536.00,2977.31,2977.31,1799.74,May%202023.xlsx,10:30
2023-05-10 06:15:00,7,13,06:15-06:30,3041.40,3589.50,2013.20,2013.2,3412.06,May%202023.xlsx,06:15
2023-05-14 17:15:00,18,35,17:15-17:30,3045.50,4910.00,2041.09,2041.09,3099.15,May%202023.xlsx,17:15
2023-05-21 10:45:00,11,22,10:45-11:00,3046.70,6167.20,2916.64,2916.64,1999.07,May%202023.xlsx,10:45
2023-05-08 09:30:00,10,20,09:30-09:45,3047.30,5134.20,2531.00,2531.0,2900.63,May%202023.xlsx,09:30
2023-05-03 07:45:00,8,16,07:45-08:00,3047.60,5515.00,2756.20,2756.2,2730.91,May%202023.xlsx,07:45
2023-05-15 00:45:00,1,2,00:45-01:00,3049.60,4092.10,2767.04,2767.04,2499.76,May%202023.xlsx,00:45
2023-05-20 13:15:00,14,27,13:15-13:30,3050.90,4774.50,1896.10,1896.1,3330.77,May%202023.xlsx,13:15
2023-05-21 18:00:00,19,37,18:00-18:15,3053.50,6720.50,2948.50,2948.5,2839.27,May%202023.xlsx,18:00
2023-05-11 07:30:00,8,16,07:30-07:45,3056.40,3769.30,1759.70,1759.7,3909.25,May%202023.xlsx,07:30
2023-05-26 13:15:00,14,27,13:15-13:30,3056.50,8835.30,3013.52,3013.52,799.54,May%202023.xlsx,13:15
